TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages,Length,Century,Decade,Period,contemporary_single_author,Selection
A17074,99841685,6283,STC 3946; ESTC S105960,Free,"Bruton, William.",1638,"Newes from the East-Indies; or, a voyage to Bengalla, one of the greatest kingdomes under the high and mighty prince Pedesha Shassallem, usually called the Great Mogull With the state and magnificence of the court of Malcandy, kept by the nabob viceroy, or vice-king under the aforesayd monarch: also their detestable religion, mad and foppish rites, and ceremonies, and wicked sacrifices and impious customes used in those parts. Written by William Bruton, now resident in the parish of S. Saviours Southwark, who was an eye and eare witnesse ...",Eastern Bengal and Assam (India) -- Description and travel -- Early works to 1800.,35,9598,17,1630,1600-1650,n,
A17832,99850889,16125,STC 4510.8; ESTC S115671,Free,"Camden, William, 1551-1623.; Holland, Philemon, 1552-1637.",1637,"Britain, or A chorographicall description of the most flourishing kingdomes, England, Scotland, and Ireland, and the ilands adjoyning, out of the depth of antiquitie beautified vvith mappes of the severall shires of England: vvritten first in Latine by William Camden Clarenceux K. of A. Translated newly into English by Philémon Holland Doctour in Physick: finally, revised, amended, and enlarged with sundry additions by the said author.; Britannia. English",British Isles -- Description and travel -- Early works to 1800.; British Isles -- History -- Early works to 1800.,1156,728434,17,1630,1600-1650,n,
A17848,99843109,7819,STC 4521; ESTC S107408,Free,"Camden, William, 1551-1623.",1605,"Remaines of a greater worke, concerning Britaine, the inhabitants thereof, their languages, names, surnames, empreses, wise speeches, poësies, and epitaphes; Remaines concerning Britain","Names, English -- Early works to 1800.; Epitaphs -- Early works to 1800.; Proverbs -- Early works to 1800.; Anagrams -- Early works to 1800.; English language -- Usage -- Early works to 1800.; Vocabulary -- Early works to 1800.; Great Britain -- Antiquities -- Early works to 1800.; Great Britain -- Description and travel -- 1601-1700.",306,85682,17,1600,1600-1650,y,
A17958,99843178,7891,STC 4615; ESTC S107479,Free,"Carew, Richard, 1555-1620.",1602,"The survey of Cornvvall. Written by Richard Carew of Antonie, Esquire",Cornwall (England : County) -- Description and travel -- Early works to 1800.; Cornwall (England : County) -- Antiquities -- Early works to 1800.,339,83732,17,1600,1600-1650,y,
A18071,99843373,8101,STC 4705; ESTC S107677,Free,"Cartwright, John, of Magdalen College, Oxford.",1611,"The preachers trauels Wherein is set downe a true iournall to the confines of the East Indies, through the great countreyes of Syria, Mesopotamia, Armenia, Media, Hircania and Parthia. With the authors returne by the way of Persia, Susiana, Assiria, Chaldæa, and Arabia. Containing a full suruew of the knigdom [sic] of Persia: and in what termes the Persian stands with the Great Turke at this day: also a true relation of Sir Anthonie Sherleys entertainment there: and the estate that his brother, M. Robert Sherley liued in after his departure for Christendome. With the description of a port in the Persian gulf, commodious for our East Indian merchants; and a briefe rehearsall of some grosse absudities [sic] in the Turkish Alcoran. Penned by I.C. sometimes student in Magdalen Colledge in Oxford.","Sherley, Anthony, -- Sir, 1565-1635? -- Early works to 1800.; Sherley, Robert, -- Sir, 1581?-1628 -- Early works to 1800.; Middle East -- Description and travel -- Early works to 1800.",114,37927,17,1610,1600-1650,n,
A19381,99853751,19146,STC 5809; ESTC S118544,Free,"Coryate, Thomas, ca. 1577-1617.; Taylor, John, 1580-1653.",1618,"Mr Thomas Coriat to his friends in England sendeth greeting from Agra the capitall city of the dominion of the great Mogoll in the Easterne India, the last of October, 1616. Thy trauels and thy glory to ennamell, with fame we mount thee on the lofty cammell; ... .",India -- Description and travel -- Early works to 1800.,49,6861,17,1610,1600-1650,n,
A19384,99844375,9182,STC 5811; ESTC S108719,Free,"Coryate, Thomas, ca. 1577-1617.",1616,"Thomas Coriate traueller for the English vvits: greeting From the court of the Great Mogul, resident at the towne of Asmere, in easterne India.",India -- Description and travel -- 1498-1761.,51,9031,17,1610,1600-1650,y,
A19470,99840871,5413,STC 5895; ESTC S105141,Free,"Coverte, Robert.",1612,"A true and almost incredible report of an Englishman, that (being cast away in the good ship called the Assention in Cambaya the farthest part of the East Indies) trauelled by land through many vnknowne kingdomes, and great cities VVith a particular description of all those kingdomes, cities, and people. As also a relation of their commodities and manner of traffique, and at what seasons of the yeere they are most in vse. Faithfully related. With a discouery of a great emperour called the Great Mogoll, a prince not till now knowne to our English nation. By Captaine Robert Couerte.",India -- Description and travel -- 1498-1761 -- Early works to 1800.; Middle East -- Description and travel -- Early works to 1800.; Mogul Empire -- Early works to 1800.,78,22964,17,1610,1600-1650,n,
A19674,99844772,9614,STC 6097; ESTC S109122,Free,"Crowne, William.",1637,"A true relation of all the remarkable places and passages observed in the travels of the right honourable Thomas Lord Hovvard, Earle of Arundell and Surrey, Primer Earle, and Earle Marshall of England, ambassadour extraordinary to his sacred Majesty Ferdinando the second, emperour of Germanie, anno Domini 1636. By Wiliam Crowne Gentleman","Arundel, Thomas Howard, -- Earl of, 1585-1646.; Germany -- Description and travel -- Early works to 1800.",77,19266,17,1630,1600-1650,n,
A19729,99856947,22594,STC 6149; ESTC S121782,Free,"Cushman, Robert, 1579?-1625.",1622,"A sermon preached at Plimmoth in Nevv-England December 9. 1621 In an assemblie of his Maiesties faithfull subiects, there inhabiting. VVherein is shevved the danger of selfe-loue, and the sweetnesse of true friendship. Together vvith a preface, shewing the state of the country, and condition of the sauages. Written in the yeare 1621.","Sermons, English -- 17th century.; New England -- Description and travel -- Early works to 1800.",28,11336,17,1620,1600-1650,y,
A19774,99844863,9711,STC 6201; ESTC S109213,Free,"Dallington, Robert, 1561-1637.",1605,A suruey of the great dukes state of Tuscany In the yeare of our Lord 1596.,Tuscany (Italy) -- Description and travel -- Early works to 1800.,78,27974,17,1600,1600-1650,y,
A19775,99844864,9712,STC 6202; ESTC S109214,Free,"Dallington, Robert, 1561-1637.; Michell, Francis, Sir, b. 1556.",1604,The vievv of Fraunce,France -- Description and travel -- Early works to 1800.,171,49972,17,1600,1600-1650,n,
A19936,99845034,9909,STC 6365; ESTC S109386,Free,"Davies, William, barber-surgion of London.",1614,"A true relation of the travailes and most miserable captiuitie of William Dauies, barber-surgion of London, vnder the Duke of Florence VVherein is truly set downe the manner of his taking, the long time of his slauierie, and meanes of his deliuerie, after eight yeeres, and ten moneths captiuitie in the gallies. Discouering many manye landes, ilandes, riuers, cities, and townes, of the Christians and infidels, the condition of the people, and the manner of their countrey: with many more strange things, as in the booke is briefely and plainely expressed. By William Dauies, barber-surgion of London, and borne in the citie of Hereford.",Voyages and travels -- Early works to 1800.,42,13189,17,1610,1600-1650,n,
A20377,99845274,10163,STC 6789; ESTC S109627,Free,"Essex, Robert Devereux, Earl of, 1566-1601.; Sidney, Philip, Sir, 1554-1586. aut; Davison, William, 1541?-1608. aut",1633,"Profitable instructions describing what speciall obseruations are to be taken by trauellers in all nations, states and countries; pleasant and profitable. By the three much admired, Robert, late Earle of Essex. Sir Philip Sidney. And, Secretary Davison.",Travel -- Early works to 1800.,122,10512,17,1630,1600-1650,n,
A20847,99856800,22429,STC 7226; ESTC S121629,Free,"Drayton, Michael, 1563-1631.; Hole, William, d. 1624, engraver.; Selden, John, 1584-1654.",1612,Poly-Olbion by Michaell· Drayton Esqr; Poly-Olbion. Part 1,England -- Description and travel -- Poetry -- Early works to 1800.,374,152777,17,1610,1600-1650,n,
A20849,99856805,22434,STC 7229; ESTC S121634,Free,"Drayton, Michael, 1563-1631.",1622,"The second part, or a continuance of Poly-Olbion from the eighteenth song Containing all the tracts, riuers, mountaines, and forrests: intermixed with the most remarkable stories, antiquities, wonders, rarities, pleasures, and commodities of the east, and northerne parts of this isle, lying betwixt the two famous riuers of Thames, and Tweed. By Michael Drayton, Esq.; Poly-Olbion. Part 2",England -- Description and travel -- Poetry -- Early works to 1800.,213,67922,17,1620,1600-1650,y,
A22928,99836236,494,STC 94; ESTC S100394,Free,"Acosta, José de, 1540-1600.; Grimeston, Edward, attributed name.",1604,"The naturall and morall historie of the East and West Indies Intreating of the remarkable things of heaven, of the elements, mettalls, plants and beasts which are proper to that country: together with the manners, ceremonies, lawes, governments, and warres of the Indians. Written in Spanish by the R.F. Ioseph Acosta, and translated into English by E.G.; Historia natural y moral de las Indias. English",America -- Early accounts to 1600.; Asia -- Description and travel -- Early works to 1800.,616,186979,17,1600,1600-1650,n,
A28809,12196244,56001,Wing B3744; ESTC R31625,Free,"Boothby, Richard.; Lloyd, Francis.",1647,"A briefe discovery or description of the most famous island of Madagascar or St. Laurence in Asia neare unto East-India with relation of the healthfulnesse, pleasure, fertility and wealth of that conntrey [sic] ... also the condition of the natives ... also the excellent meanes and accommodation to fit the planters there ... / by R.B. and Francis Lloyd, merchants.",Madagascar -- Description and travel.,85,34410,17,1640,1600-1650,n,
A30076,12246553,56957,Wing B5428; ESTC R4071,Free,"Bullock, William, b. 1617?",1649,"Virginia impartially examined, and left to publick view, to be considered by all iudicious and honest men under which title is comprehended the degrees from 34 to 39, wherein lyes the rich and healthfull countries of Roanock, the now plantations of Virginia and Mary-land ... / by William Bullock, Gent.",Virginia -- Description and travel.; Virginia -- Economic conditions.; Maryland -- Description and travel.; Maryland -- Description and travel -- Early works to 1800.,81,22207,17,1640,1600-1650,y,
A31221,12259228,57768,Wing C1231; ESTC R20571,Free,"Castell, William, d. 1645.; Rudyerd, Benjamin, Sir, 1572-1658.",1644,"A short discoverie of the coasts and continent of America, from the equinoctiall northward, and the adjacent isles by William Castell ... ; whereunto is prefixed the authors petition to this present Parliament for the propagation of the Gospell in America, attested by many eminent English and Scottish divines ... ; together with Sir Benjamin Rudyers speech in Parliament, 21 Jan. concerning America.",Missions -- American.; America -- Description and travel.,112,38905,17,1640,1600-1650,n,
A39792,10717582,45537,Wing F1330; ESTC R28633,Free,"Fletcher, Giles, 1549?-1611.",1643,"The history of Russia, or, The government of the Emperour of Muscovia with the manners & fashions of the people of that countrey / by G. Fletcher, sometime fellow of Kings Colledge in Cambridge and employed in the embassie thither.",Soviet Union -- Social life and customs.; Russia -- Politics and government -- 1533-1613.; Soviet Union -- Description and travel -- Early works to 1800.,288,49851,17,1640,1600-1650,y,
A41427,12061779,53246,Wing G109; ESTC R22621,Free,"Gage, Thomas, 1603?-1656.",1648,"The English-American, his travail by sea and land, or, A new survey of the West-India's containing a journall of three thousand and three hundred miles within the main land of America ... : also, a new and exact discovery of the Spanish navigation to those parts ... : with a grammar, or some few rediments of the Indian tongue called Poconchi, or Pocoman / by the true and painfull endeavours of Thomas Gage ... 1648.",Catholic Church -- Missions.; Missions -- Latin America.; Pokonchi language -- Grammar.; Mexico -- Description and travel.; Central America -- Description and travel.,244,197337,17,1640,1600-1650,y,
A44724,18203108,107053,Wing H3082; ESTC R38986,Free,"Howell, James, 1594?-1666.",1642,"Instructions for forreine travell shewing by what cours, and in what compasse of time, one may take an exact survey of the kingdomes and states of christendome, and arrive to the practicall knowledge of the languages, to good purpose.",Europe -- Description and travel.; Europe -- Description and travel -- Early works to 1800.; Middle East -- Description and travel.,246,23792,17,1640,1600-1650,y,
A45482,12181437,55670,Wing H627; ESTC R574,Free,"Hamond, Walter, fl. 1643.",1643,"Madagascar, the richest and most frvitfvll island in the world wherein the temperature of the clymate, the nature of the inhabitants, the commodities of the countrie and the facility and benefit of a plantation by our people there are compendiously and truely described : dedicated to the Honourable Iohn Bond, governour of the island, whose proceeding is authorized for this expedition, both by the king and Parliament / by Walter Hamond.",Madagascar -- Description and travel.,22,5776,17,1640,1600-1650,y,
A48714,99831557,36020,Wing L2543; ESTC R220129,Free,"Lithgow, William, 1582-1645?",1643,"The present surveigh of London and Englands state Containing a topographicall description of all the particular forts, redoubts, breast-works, and trenches newly erected round about the citie on both sides of the river, with the severall fortifications thereof. And a perfect relation of some fatall accidents, and other disasters, which fell out in the city and countrey, during the Authors abode there. Intermingled also with certaine severall observations worthie of light and memorie. By William Lithgow.","Travelers' writings, English -- Early works to 1800.",23,7574,17,1640,1600-1650,y,
A52629,12631547,64783,Wing N18; ESTC R4037,Free,"G. N., well-willer to the peace of both kingdoms.",1642,"A geographicall description of the kingdom of Ireland according to the 5 provinces and 32 counties : together with the stations, creeks and harbours belonging thereto : fit for gentlemen, souldiers, and sea-men to acquaint themselves withall : as also declaring the right and titles of the kings of England unto that kingdom : likewise setting down a brief relation of the former rebellions and of their suppression : especially that in Q. Elizabeths time by Tyrone : whence many matters worth observing may be collected usefull for this present service / by a well-willer to the peace of both kingdoms.","Tyrone, Hugh O'Neill, -- Earl of, 1540?-1616.; Ireland -- Description and travel.; Ireland -- Description and travel -- Early works to 1800.; Ireland -- History -- To 1603.; Ireland -- Foreign relations -- England.; Great Britain -- Foreign relations -- Ireland.",123,32927,17,1640,1600-1650,n,
A64213,11815303,49531,Wing T520; ESTC R10069,Free,"Taylor, John, 1580-1653.",1648,"Tailors travels from London to the Isle of VVight, vvith his returne, and occasion of his iourney",Isle of Wight (England) -- Description and travel -- Early works to 1800.,14,3551,17,1640,1600-1650,y,
A64216,99863590,115800,Wing T528; ESTC R203757,Free,"Taylor, John, 1580-1653.",1649,"John Taylors vvandering, to see the vvonders of the vvest. How he travelled neere 600. miles, from London to the Mount in Cornwall, and beyond the Mount, to the Lands end, and home againe. Dedicated to all his loving friends, and free minded benefactors. In these dangerous dayes for rich men, and miserable times for the poore servants of the late King, (whereof I was one, 45. yeers to his royall father and himself) I thought it needful to take some course to make use of some friends, and devise a painfull way for my subsistence; which was the journey I have past, and this booke heere present; for which purpose I gave out many of these following bills, to which neere 3000. gentlemen and others, have kindly subscribed, to give me a reasonable reward.",England -- Description and travel -- 1601-1700.,22,6254,17,1640,1600-1650,y,
A65782,19504588,108906,Wing W182; ESTC R40678,Free,"Wadsworth, James, 1604-1656?",1641,"The Evropean mercury describing the highwayes and stages from place to place, through the most remarkable parts of Christendome : with a catalogue of the principall fairs, marts, and markets thorowout the same / by J.W. ... ; usefull for all gentlemen who delight in seeing forraign countries, and instructing merchants where to meet with their conveniences for trade.",Europe -- Description and travel.,256,29458,17,1640,1600-1650,y,
A68345,99844132,8921,STC 15485; ESTC S108474,Free,"Le Petit, Jean François, 1546-ca. 1615.; Grimeston, Edward.",1609,The Low-Country common wealth contayninge an exact description of the eight vnited Prouinces. Now made free. Translated out of french by Ed· Grimeston,Benelux countries -- Description and travel -- Early works to 1800.,311,72744,17,1600,1600-1650,n,
A68617,99847123,12137,STC 20509_pt1; ESTC S111862,Free,"Purchas, Samuel, 1577?-1626.",1625,"Purchas his pilgrimes. part 1 In fiue bookes. The first, contayning the voyages and peregrinations made by ancient kings, patriarkes, apostles, philosophers, and others, to and thorow the remoter parts of the knowne world: enquiries also of languages and religions, especially of the moderne diuersified professions of Christianitie. The second, a description of all the circum-nauigations of the globe. The third, nauigations and voyages of English-men, alongst the coasts of Africa ... The fourth, English voyages beyond the East Indies, to the ilands of Iapan, China, Cauchinchina, the Philippinæ with others ... The fifth, nauigations, voyages, traffiques, discoueries, of the English nation in the easterne parts of the world ... The first part.",Voyages and travels -- Early works to 1800.,995,966080,17,1620,1600-1650,y,
A68764,99853126,18494,STC 23041; ESTC S117917,Free,"Speed, John, 1552?-1629.; Hondius, Jodocus, 1563-1612, engraver.; Schweitzer, Christoph, wood-engraver.; Camden, William, 1551-1623. Britannia.",1612,"The theatre of the empire of Great Britaine presenting an exact geography of the kingdomes of England, Scotland, Ireland, and the iles adioyning: with the shires, hundreds, cities and shire-townes, within ye kingdome of England, divided and described by Iohn Speed.",Great Britain -- Description and travel -- 1601-1700 -- Early works to 1800.; Great Britain -- Maps -- Early works to 1800.,987,2314875,17,1610,1600-1650,n,
A68944,99837764,2104,STC 3051; ESTC S101961,Free,"Biddulph, William.; Lavender, Theophilus.",1609,"The trauels of certaine Englishmen into Africa, Asia, Troy, Bythinia, Thracia, and to the Blacke Sea And into Syria, Cilicia, Pisidia, Mesopotamia, Damascus, Canaan, Galile, Samaria, Iudea, Palestina, Ierusalem, Iericho, and to the Red Sea: and to sundry other places. Begunne in the yeare of iubile 1600. and by some of them finished in this yeere 1608. The others not yet returned. Very profitable to the help of trauellers, and no lesse delightfull to all persons who take pleasure to heare of the manners, gouernement, religion, and customes of forraine and heathen countries.",Middle East -- Description and travel -- Early works to 1800.,170,58025,17,1600,1600-1650,n,
A70701,11951455,51440,Wing N358; ESTC R3203,Free,"Neale, Thomas, 1614-1646?",1643,"A treatise of direction, how to travell safely and profitably into forraigne countries written by Thomas Neal ...",Travel -- Early works to 1800.,188,18335,17,1640,1600-1650,y,
A71305,99847123,12139,STC 20509_pt3; ESTC S111862,Free,"Purchas, Samuel, 1577?-1626.",1625,"Purchas his pilgrimes. part 3 In fiue bookes. The first, contayning the voyages and peregrinations made by ancient kings, patriarkes, apostles, philosophers, and others, to and thorow the remoter parts of the knowne world: enquiries also of languages and religions, especially of the moderne diuersified professions of Christianitie. The second, a description of all the circum-nauigations of the globe. The third, nauigations and voyages of English-men, alongst the coasts of Africa ... The fourth, English voyages beyond the East Indies, to the ilands of Iapan, China, Cauchinchina, the Philippinæ with others ... The fifth, nauigations, voyages, traffiques, discoueries, of the English nation in the easterne parts of the world ... The first part.",Voyages and travels -- Early works to 1800.,1207,1168729,17,1620,1600-1650,y,
A71306,99847123,12140,STC 20509_pt4; ESTC S111862,Free,"Purchas, Samuel, 1577?-1626.",1625,"Purchas his pilgrimes. part 4 In fiue bookes. The first, contayning the voyages and peregrinations made by ancient kings, patriarkes, apostles, philosophers, and others, to and thorow the remoter parts of the knowne world: enquiries also of languages and religions, especially of the moderne diuersified professions of Christianitie. The second, a description of all the circum-nauigations of the globe. The third, nauigations and voyages of English-men, alongst the coasts of Africa ... The fourth, English voyages beyond the East Indies, to the ilands of Iapan, China, Cauchinchina, the Philippinæ with others ... The fifth, nauigations, voyages, traffiques, discoueries, of the English nation in the easterne parts of the world ... The first part.",Voyages and travels -- Early works to 1800.,887,900811,17,1620,1600-1650,y,
A71307,99847123,12138,STC 20509_pt2; ESTC S111862,Free,"Purchas, Samuel, 1577?-1626.",1625,"Purchas his pilgrimes. part 2 In fiue bookes. The first, contayning the voyages and peregrinations made by ancient kings, patriarkes, apostles, philosophers, and others, to and thorow the remoter parts of the knowne world: enquiries also of languages and religions, especially of the moderne diuersified professions of Christianitie. The second, a description of all the circum-nauigations of the globe. The third, nauigations and voyages of English-men, alongst the coasts of Africa ... The fourth, English voyages beyond the East Indies, to the ilands of Iapan, China, Cauchinchina, the Philippinæ with others ... The fifth, nauigations, voyages, traffiques, discoueries, of the English nation in the easterne parts of the world ... The first part.",Voyages and travels -- Early works to 1800.,1168,1171327,17,1620,1600-1650,y,
A92196,99872350,169401,Wing R415; Thomason E1128_1; ESTC R33233,Free,"Raymond, John, Gent.; Cross, Thomas, fl. 1632-1682, engraver.",1648,"An itinerary contayning a voyage, made through Italy, in the yeare 1646, and 1647. Illustrated with divers figures of antiquities. Never before published. / By Jo: Raymond, Gent.",Italy -- Description and travel -- Early works to 1800.,330,35515,17,1640,1600-1650,n,
A94946,99861673,159897,Wing T2541; Thomason E355_14; ESTC R201113,Free,"Headley, John.",1646,"A true and perfect relation of a great and horrid conspiracie, discovered by a Jew in Turkie, against the English. With the names of the conspirators, and the proceedings of the Great Turk thereupon. Also. The unchristian like dealing of Francis Hardedge, master of a ship, with his passengers, bound for Barbadoes; as it was in a letter specified, by one that had a fellow-feeling of the misery. / Published at the request of many godly Christian people, by Iohn Headley.",Conspiracies -- Turkey -- Early works to 1800.; Ocean travel -- Early works to 1800.; Turkey -- History -- 1453-1683 -- Early works to 1800.,8,1353,17,1640,1600-1650,n,
A97346,99856810,22434,STC 7228; ESTC S121639,Free,"Drayton, Michael, 1563-1631.; Hole, William, d. 1624, engraver.; Selden, John, 1584-1654.",1622,"A chorographicall description of tracts, riuers, mountains, forests, and other parts of this renowned isle of Great Britain with intermixture of the most remarkeable stories, antiquities, wonders, rarities, pleasures, and commodities of the same. Diuided into two bookes; the latter containing twelue songs, neuer before imprinted. Digested into a poem by Michael Drayton. Esquire. With a table added, for direction to those occurrences of story and antiquitie, whereunto the course of the volume easily leades not.; Poly-Olbion. Part 1",England -- Description and travel -- Poetry -- Early works to 1800.,398,158959,17,1620,1600-1650,n,
A24051,11967212,51753,Wing A147; ESTC R6922,Free,NA,1681,An Abstract or abbreviation of some few of the many (later and former) testimonys from the inhabitants of New-Jersey and other eminent persons who have wrote particularly concerning that place,New Jersey -- Description and travel.,34,10983,17,1680,1650-1700,n,
A25198,11602378,47901,Wing A2901; ESTC R6606,Free,"Alsop, George, b. 1638.",1666,"A character of the province of Mary-land ... also a small treatise on the wilde and naked Indians (or Susquehanokes) of Mary-land, their customs, manners, absurdities, & religion : together with a collection of historical letters / by George Alsop.",Susquehanna Indians.; Maryland -- Description and travel.; Maryland -- Description and travel -- Early works to 1800.,148,19528,17,1660,1650-1700,y,
A25996,13060413,97019,Wing A3934aA; ESTC R31,Free,"Amy, Thomas.",1682,"Carolina, or, A description of the present state of that country and the natural excellencies thereof viz. the healthfulness of the air, pleasantness of the place, advantage and usefulness of those rich commodities there plentifully abounding, which much encrease and flourish by the industry of the planters that daily enlarge that colony / published by T.A., Gent ...",North Carolina -- Description and travel.; South Carolina -- Description and travel.,46,7233,17,1680,1650-1700,n,
A26262,13619302,100819,Wing A4275; ESTC R16481,Free,"Avril, Philippe, 1654-1698.; Hakluyt, Richard, 1552?-1616.; Purchas, Samuel, 1577?-1626.",1693,"Travels into divers parts of Europe and Asia, undertaken by the French King's order to discover a new way by land into China containing many curious remarks in natural philosophy, geography, hydrology and history : together with a description of Great Tartary and of the different people who inhabit there / by Father Avril of the Order of the Jesuits ; done out of French ; to which is added, A supplement extracted from Hakluyt and Purchas giving an account of several journeys over land from Russia, Persia, and the Moguls country to China, together with the roads and distances of the places.; Voyage en divers états d'Europe et d'Asie. English",Middle East -- Description and travel.; Asia -- Description and travel.; Europe -- Description and travel.; Europe -- Description and travel -- Early works to 1800.; China -- Description and travel.,421,83016,17,1690,1650-1700,n,
A26310,10390242,44934,Wing A452A; ESTC R28076,Free,"Acton, William.",1691,"A new journal of Italy containing what is most remarkable of the antiquities of Rome, Savoy and Naples : with observations made upon the strength, beauty and scituation [sic] of some other towns and forts in by William Acton.",Italy -- Description and travel.; Italy -- Description and travel -- Early works to 1800.; Italy -- Antiquities.,85,15135,17,1690,1650-1700,n,
A26378,12093269,53922,Wing A532; ESTC R10903,Free,"Addison, Lancelot, 1632-1703.",1671,"West Barbary, or, A short narrative of the revolutions of the kingdoms of Fez and Morocco with an account of the present customs, sacred, civil, and domestick / by Lancelot Addison ...",Morocco -- History.; Morocco -- Description and travel.,250,40045,17,1670,1650-1700,y,
A26414,12658064,65432,Wing A584; ESTC R18415,Free,"Adis, Henry.; Willoughby of Parham, Francis Willoughby, Baron, 1613?-1666.",1664,"A letter sent from Syrranam, to His Excellency, the Lord Willoughby of Parham, General of the Western Islands, and of the continent of Guianah, &c. then residing at the Barbados together, with the Lord Willoughby's answer thereunto : with a commendable description of that country / by Henry Adis.",Freedom of religion -- Suriname.; Suriname -- Description and travel.,7,1807,17,1660,1650-1700,n,
A27515,12546556,63063,Wing B2044; ESTC R16888,Free,"Bernier, François, 1620-1688.; Oldenburg, Henry, 1615?-1677.",1676,"The history of the late revolution of the empire of the Great Mogol together with the most considerable passages for 5 years following in that empire : to which is added, a letter to the Lord Colbert, touching the extent to Indostan, the circulation of the gold and silver of the world, to discharge it self there, as also the riches, forces, and justice of the same and the principal cause of the decay of the states of Asia / by Mons. F. Bernier ... English'd out of French.; Histoire de la dernière révolution des Etats du Grand Mogol. English",Mogul Empire -- History -- Early works to 1800.; India -- History -- 1500-1765.; India -- Description and travel.; India -- Description and travel -- Early works to 1800.; India -- Social conditions.,407,130838,17,1670,1650-1700,n,
A28352,12493622,62446,Wing B3155; ESTC R23184,Free,"Bland, Edward, d. 1653.; Woode, Abraham.; Brewster, Sackford.; Pennant, Elias.",1651,"The discovery of Nevv Brittaine began August 27, Anno Dom. 1650 / by Edward Bland, merchant, Abraham Woode, captaine, Sackford Brewster, Elias Pennant, gentlemen from Fort Henry, at the head of Appamattuck River in Virginia, to the fals of Blandina, first river in New Brittaine, which runneth west, being 120. mile south-west, between 35. & 37. degrees (a pleasant country) of temperate ayre and fertile soyle.",Virginia -- Description and travel.,26,5554,17,1650,1650-1700,n,
A28392,11899209,50575,Wing B3208; ESTC R7437,Free,"Blome, Richard, d. 1705.; Lynch, Thomas, Sir, d. 1684?",1672,"A Description of the island of Jamaica with the other isles and territories in America, to which the English are related ... : taken from the notes of Sr. Thomas Linch, Knight, governour of Jamaica, and other experienced persons in the said places : illustrated with maps / published by Richard Blome.",Jamaica -- Description and travel.; United States -- Description and travel.; United States -- Description and travel -- Early works to 1800.; West Indies -- Description and travel.,208,20614,17,1670,1650-1700,n,
A28496,9721903,44031,Wing B3373; ESTC R27215,Free,"Boate, Gerard, 1604-1650.; Hartlib, Samuel, d. 1662.",1657,"Irelands naturall history being a true and ample description of its situation, greatness, shape, and nature, of its hills, woods, heaths, bogs, of its fruitfull parts, and profitable grounds : with the severall ways of manuring and improving the same : with its heads or promontories, harbours, roads, and bays, of its springs, and fountains, brooks, rivers, loghs, of its metalls, mineralls, free-stone, marble, sea-coal, turf, and other things that are taken out of the ground : and lastly of the nature and temperature of its air and season, and what diseases it is free from or subject unto : conducing to the advancement of navigation, husbandry, and other profitable arts and professions / written by Gerald Boate ; and now published by Samuell Hartlib for the common good of Ireland and more especially for the benefit of the adventurers and planters therein.",Natural history -- Ireland.; Ireland -- Description and travel.,208,52948,17,1650,1650-1700,n,
A29216,10802917,45971,Wing B4246; ESTC R29054,Free,"Brand, Adam, d. 1713.; Ludolf, Heinrich Wilhelm, 1655-1710. Curious observations concerning the products of Russia.",1698,"A journal of the embassy from their Majesties John and Peter Alexievitz, emperors of Muscovy &c. over land into China through the provinces of Ustiugha, Siberia, Dauri, and the great Tartary to Peking the capital city of the Chinese empire by Everard Isbrand, their ambassador in the years 1693, 1694, and 1695 written by Adam Brand, secretary of the embassy ; translated from the original High-Dutch printed in Hamburgh, 1698 ; to which is added Curious observations concerning the products of Russia by H.W. Ludolf.; Beschreibung der Chinesischen Reise. English","Ides, Evert Ysbrants.; Natural history -- Soviet Union -- Pre-Linnean works.; Asia -- Description and travel.; China -- Description and travel.",152,55076,17,1690,1650-1700,n,
A29331,12258677,57688,Wing B4400; ESTC R19639,Free,"Brett, Samuel.",1655,"A narrative of the proceedings of a great councel of Jews assembled in the plain of Ageda in Hungaria ... to examine the Scriptures concerning Christ, on the 12th of October 1650 / by Samuel Brett, there present ; also a relation of some other observations in his travels beyond the seas ...",Judaism -- Relations -- Christianity.; Voyages and travels -- Early works to 1800.,16,4548,17,1650,1650-1700,n,
A29361,12498945,62624,Wing B4440; ESTC R3651,Free,"Brice, Germain, 1652-1727.",1687,"A new description of Paris containing a particular account of all the churches, palaces, monasteries ... with all other remarkable matters in that great and famous city / translated out of French.; Nouvelle description de la ville de Paris. English",Paris (France) -- Description and travel.,388,94061,17,1680,1650-1700,y,
A29627,18570128,108032,Wing B4857; ESTC R39940,Free,"Brome, James, d. 1719.; D. J.",1694,"An historical account of Mr. Rogers's three years travels over England and Wales giving a true and exact description of all the chiefest cities, towns and corporations in England, Dominion of Wales, and town of Berwick upon Twede : together with the antiquities, and places of admiration, cathedrals, churches of note in any city, town or place in each county, the gentleman above-mentioned having made it his whole business (during the aforesaid time) to compleat the same in his travelling, : to which is annexed a new map of England and Wales, with the adjacent parts, containing all the cities and market towns bound in just before the title.",Great Britain -- Description and travel.; Great Britain -- Description and travel -- Early works to 1800.,160,32625,17,1690,1650-1700,y,
